Feature1,Feature2,Feature3,Feature4,Feature5,Target
-0.4396428058697157,0.5425473394554947,-0.8224199323822006,0.4013662194950618,-0.8548399955403814,0.29244465909159645
2.8222311609211648,-2.480859438339188,-1.1476913898156673,-2.101131034633285,3.0402779245336147,0.9577490740200381
1.618385718675,-1.3694778477007485,-2.0841129394985884,-1.1796585710414675,1.6136023136488955,0.1853182171840877
1.6590481160212844,-0.615202048156941,1.1126883749899252,-0.835097719768611,-0.2722054804685804,0.22226677009459261
1.8498240195916442,-1.6794555143816683,-0.9266983088473107,-1.4025088490760977,2.123128660138793,0.5113507616724243
0.07711125122009355,0.23716015701485432,0.5844129804724842,0.08727540146228066,-0.6617528334999462,0.5571446521090123
-0.3887539456874972,0.5633653763770502,0.014273067836434106,0.3945814572651748,-0.9601279732339767,0.4555192651088269
2.0409585076077015,-0.5083624045013504,-1.77623523289832,-0.9094521729886398,-0.9417224077251534,0.5948030525552268
1.0524405390063447,-0.048267177694036933,-0.9175028210142636,-0.36749268751519326,-1.007994980017128,0.9124051425223025
0.7630163497303595,-0.1583698190010736,0.8868873900973003,-0.32496838211140233,-0.42944873488237856,0.8014594916776663
1.223627507255499,-1.0709678245764165,2.6930336639804966,-0.9087747754850535,1.3068029837869914,0.5684928262969446
-1.4375801371069905,1.137971625340907,-1.1808128153088449,1.0106181953763342,-1.241575123752939,0.7689355888236439
-1.8022906624445567,1.5994888251962187,0.8451579711843216,1.3490043092255677,-1.9786617332698788,0.3935373607325976
0.9699901234073856,-0.2624158207212796,-0.8082657216409264,-0.442101860648863,-0.39673566887304257,0.3864194767091764
-2.271846693084839,1.4709737567876306,-1.2932729578711637,1.4417716914443954,-1.1624407588324221,0.3449653630035281
1.2467003077679448,-1.1279246291707188,-0.21220896990115168,-0.9433531028934258,1.4212361786618546,0.49641694967515326
1.3493701322882066,-1.1712847431358464,0.39379729821625153,-0.9975421146041356,1.4173078184156351,0.4543845615099076
-2.142140425136745,1.528581385778509,-0.8696630812746944,1.426635639918471,-1.441904594052713,0.22133659332378297
-0.8761951013831439,0.7346669903580927,-1.1894118928673278,0.635456198281824,-0.8570716297806176,0.764041904873476
-0.9950205485392676,1.1943057802303785,0.6504500925361392,0.892442989235835,-1.8526148296236231,0.9372513268900137
0.9458817640422078,-0.7651887279674408,0.46667098196608103,-0.6727544983333003,0.8570706684001177,0.5797444609052212
-0.5075880751950992,0.6142843024335216,1.6614701657280182,0.4576493749133522,-0.9573695438811127,0.7614276076753943
-1.3825004275456174,-0.335939830452597,0.46926758980852623,0.29327011316180096,2.2995086961218822,0.9614846463632395
1.182133355568282,-0.01756765248215697,-1.0196643386921156,-0.3953911859123623,-1.2217217718110982,0.5196695351722753
-1.0696565175358983,-0.4338757931802179,-0.370508098590029,0.144371439661509,2.2040396196799588,0.8914937715150154
1.3703972428747702,-0.6083412058183123,1.0176614668435024,-0.7373319802499279,0.019831868543658926,0.37517414399826643
0.3003478151877199,0.13242164173677493,1.2038844371688162,-0.03551143700431858,-0.6447460294687366,0.28548089898812234
1.9611770946468796,-1.030700321823978,-1.0917008761393143,-1.1311590874752764,0.4194294736911304,0.7335821966323121
0.7333451470287515,-0.612212027827626,-0.9519184600222356,-0.5305839068528373,0.7107961366555511,0.03166329940382995
-1.3580618573630545,0.3889260318657467,-2.219300372747535,0.6291891221424294,0.5028902813014561,0.50970506025927
0.08048296288373746,-0.03650150113384578,1.6259589153620633,-0.04367040790763678,0.00305478623466493,0.08038159504951481
0.8266262787930695,0.11254984403294377,-1.3510743662080213,-0.2172547802390395,-1.1592151378234585,0.3251855795730926
-0.9078600962478692,0.8367725969228628,0.7153813154412441,0.6942691505268852,-1.0725883038097368,0.9094858514828553
-0.22548503031823786,0.21218372478842326,-0.5164296438875717,0.17450161774570577,-0.2770347909704163,0.7138880411154628
-2.576954461376458,1.7181133123910235,0.1973157074055956,1.6589287002746902,-1.439675315839857,0.1818208351984566
2.4744994810336163,-0.9707648825196155,1.0473177066214483,-1.2707948936854083,-0.27610741512177106,0.8552923379587952
-0.7755833690612138,0.8268500202982381,0.6227112239002686,0.6462510128420972,-1.189860434036396,0.5744011417500072
-1.1743602806839406,0.9615281523269659,-2.438817158276429,0.8407187424581263,-1.092203593543738,0.6871843889687427
1.7320567871241188,0.1479010668404075,0.40865281148067084,-0.49693951913692325,-2.214177477137621,0.27589812441451844
1.5731580583831644,-1.3844712367800618,-0.12270893359572414,-1.1719638386507174,1.6986073972551694,0.5018202708842961
-0.4450183091822124,-0.7589166546358013,-2.246889333984605,-0.21436788986455316,2.329717580598092,0.6258727027644475
0.47965396852383757,-0.1123418249568165,-0.9242331442683044,-0.21035091547537663,-0.23873414417960337,0.1438255485540586
-0.3905627908488736,0.42419051630750004,-1.167779551267935,0.3291406414819782,-0.6182603171043317,0.4044527132807354
-1.6699586644808813,0.4362700195335105,-0.8476339286190848,0.7537737646019192,0.7209163251927044,0.3953474290188298
-0.7665514904033897,0.14098701819801834,0.241321934916781,0.31787839910414484,0.47568782016874,0.061229593937593974
0.8556147409989134,-0.6884132302418633,0.45838670355148425,-0.6067721289557868,0.7661140866194722,0.054932254508166745
